Artista,Ascolti,AscoltiFilter,TracceUniche,TracceUnicheFilter
Alvin Lee,1,1,1,1
Fréhel,1,1,1,1
Malukah,1,1,1,1
Karliene,1,1,1,1
Brainbox,1,1,1,1
Noel Gallagher's High Flying Birds,1,0,1,0
SHIGEO SEKITO,1,0,1,0
Cody Dear,1,0,1,0
Mario Rossi,1,0,1,0
JOHAN,1,1,1,1
Daturah,1,1,1,1
Jennie Tourel,1,0,1,0
DISPATCH,1,1,1,1
Sons Of The East,1,1,1,1
FIL BO RIVA,1,1,1,1
Sean Koch,1,1,1,1
Newton Faulkner,1,1,1,1
Kayah,1,1,1,1
Bajaga & Instruktori,1,1,1,1
The Script,1,0,1,0
Fabio Concato,1,0,1,0
Ed Woomer,1,0,1,0
Bob Goldstick,1,0,1,0
Hurricane Sam,1,0,1,0
Jorge Lopez Marin,1,0,1,0
Destiny's Child,1,0,1,0
Ginuwine,1,0,1,0
TLC,1,0,1,0
T.I.,1,0,1,0
Jean-Louis Aubert,1,1,1,1
Nino Bravo,1,1,1,1
Alberto Cortez,1,0,1,0
Planet X,1,0,1,0
William Matteuzzi,1,0,1,0
Żywiołak,1,0,1,0
Spirit Of The West,1,1,1,1
The Sea and Cake,1,1,1,1
Grupo Extra,1,0,1,0
Miguel Bosé,1,0,1,0
Attack Attack!,1,1,1,1
Michael Bibi,1,0,1,0
Nita Strauss,1,1,1,1
John 5,1,1,1,1
Constructs,1,0,1,0
John Paul Jones,1,1,1,1
TK from Ling tosite sigure,1,1,1,1
Razihel,1,0,1,0
Flicker Rate,1,1,1,1
Strenph,1,0,1,0
Abdullah Ibrahim,1,1,1,1
The Splinks,1,1,1,1
Macfeck,1,0,1,0
Musica tranquilla accademia,1,0,1,0
Eric Burdon,1,1,1,1
Fishbone,1,1,1,1
Troy Ramey,1,1,1,1
Big Shaq,1,1,1,1
Birdie Num Num and the Spirit Squad,1,0,1,0
Jphelpz,1,1,1,1
Cotton Jones,1,1,1,1
Ronnie Coleman,1,0,1,0
Twisted Sister,1,0,1,0
Carl Anderson,1,1,1,1
Ted Neeley,1,1,1,1
Rubik,1,1,1,1
Monophonics,1,0,1,0
Paul Rosenberg,1,0,1,0
Greg Maroney,1,1,1,1
Ramsey Lewis Trio,1,0,1,0
Syllamo Trio,1,0,1,0
Noah Histeria,1,0,1,0
Kodak Black,1,0,1,0
Nas,1,0,1,0
Trippie Redd,1,0,1,0
Brown Bird,1,0,1,0
Adriatique,1,1,1,1
Lorenzo Licitra,1,0,1,0
Austin TV,1,1,1,1
Wohl,1,1,1,1
Awful Traffic,1,1,1,1
Vyctoria,1,1,1,1
Sunset Images,1,1,1,1
Yo Triceratop,1,1,1,1
Le Knevett,1,1,1,1
Yurufuwa Gang,1,1,1,1
Art School Girlfriend,1,0,1,0
Circa Waves,1,0,1,0
Tobtok,1,0,1,0
Nilla Pizzi,1,0,1,0
Orietta Berti,1,1,1,1
Pretty Lights,1,0,1,0
Living Colour,1,1,1,1
Somali Yacht Club,1,1,1,1
Really Slow Motion,1,0,1,0
E-Force,1,1,1,1
Therapy?,1,0,1,0
Whitesnake,1,0,1,0
Winger,1,1,1,1
Cinderella,1,0,1,0
Erasure,1,0,1,0
Xandek,1,0,1,0
Tut Tut Child,1,0,1,0
Perpetual Groove,1,1,1,1
Umphrey's McGee,1,0,1,0
TWRP,1,0,1,0
The Explorers Club,1,0,1,0
Maria Antonietta,1,1,1,1
Chakra,1,1,1,1
Ranji,1,1,1,1
Gaudium,1,1,1,1
Mark Brenton,1,1,1,1
Unseen Dimensions,1,1,1,1
Ticon,1,1,1,1
Skazi,1,1,1,1
Naturalize,1,1,1,1
XV Kilist,1,1,1,1
XYZed,1,1,1,1
Second Sun,1,1,1,1
Fabio Fusco,1,1,1,1
Katri,1,1,1,1
Symphonix,1,1,1,1
Cabal,1,1,1,1
"Angele Dubeau, Ensemble Amati, Raymond Dessaints",1,1,1,1
Mullmuzzler,1,1,1,1
Basscannon,1,1,1,1
Alienatic,1,1,1,1
Atomic Pulse,1,1,1,1
Zone Tempest,1,1,1,1
Kurtt,1,0,1,0
Ital,1,1,1,1
Hujaboy,1,1,1,1
Blanx,1,1,1,1
PsyBuddy,1,1,1,1
Mahori,1,1,1,1
Riktam & Bansi,1,1,1,1
Cymbalta,1,1,1,1
Dual Vision,1,1,1,1
Wilder,1,1,1,1
Zatzak,1,1,1,1
Krunch,1,1,1,1
Little Jinder,1,0,1,0
Fred Hersch,1,1,1,1
Aaron Goldberg,1,0,1,0
Manic Street Preachers,1,1,1,1
Charles Lloyd,1,1,1,1
Bloom 06,1,1,1,1
Biel Ballester Trio,1,0,1,0
O-Zone,1,1,1,1
Gram Parsons,1,1,1,1
Rovescio della Medaglia,1,1,1,1
Richard Bao,1,1,1,1
Play & Pause: Love,1,1,1,1
Ashford & Simpson,1,0,1,0
Throttle,1,1,1,1
Tomer,1,0,1,0
Linton Kwesi Johnson,1,1,1,1
Suede,1,1,1,1
UNKLE,1,1,1,1
Saint Just Again,1,1,1,1
The Bobby Fuller Four,1,1,1,1
Mojo Nixon,1,1,1,1
Stray Cats,1,1,1,1
The Reverend Horton Heat,1,1,1,1
Fatboy,1,1,1,1
Imelda May,1,1,1,1
Hasil Adkins,1,1,1,1
Sanford Clark,1,1,1,1
Charlie Sexton,1,1,1,1
Brian Setzer,1,1,1,1
Screamin' Jay Hawkins,1,1,1,1
Hillbilly Frankenstein,1,1,1,1
The Blasters,1,1,1,1
Joe Ely,1,1,1,1
Bill Haley & His Comets,1,1,1,1
The Baseballs,1,1,1,1
Cousin Harley,1,1,1,1
Darts,1,1,1,1
Joe Clay,1,1,1,1
Johnny Burnette & The Rock 'N' Roll Trio,1,1,1,1
Rocky Burnette,1,1,1,1
The Go Getters,1,1,1,1
Albert Lee & Hogan's Heroes,1,1,1,1
Sleepy LaBeef,1,1,1,1
The Lennerockers,1,1,1,1
Rodney Crowell,1,1,1,1
Perpetuum Jazzile,1,0,1,0
Northlane,1,1,1,1
Echopraxia,1,1,1,1
Tanzen,1,1,1,1
Of Mice & Men,1,0,1,0
Sister Sledge,1,1,1,1
The Trammps,1,1,1,1
Grace Slick,1,1,1,1
Blue Cheer,1,1,1,1
Adriano Di Benedetto,1,1,1,1
Ukulele Lovers,1,0,1,0
Donald Fagen,1,1,1,1
Tom Robinson Band,1,0,1,0
Saimaa,1,1,1,1
Blue Claw Philharmonic,1,0,1,0
Steps Ahead,1,1,1,1
"Medeski, Martin & Wood",1,1,1,1
Charlie Shavers,1,1,1,1
The Impressions,1,1,1,1
Billy Ocean,1,1,1,1
Todd Rundgren,1,1,1,1
Henry Cowell,1,1,1,1
Fly O Tech,1,0,1,0
LAXX,1,1,1,1
Terravita,1,0,1,0
Pink Sweat$,1,0,1,0
The Fortunes,1,0,1,0
Sonny & Cher,1,1,1,1
Marie-Nicole Lemieux,1,0,1,0
Walt Nipsey,1,0,1,0
RiveR,1,1,1,1
Lucky Luke,1,0,1,0
Bryson Tiller,1,0,1,0
New Kids On The Block,1,0,1,0
Art Blakey,1,0,1,0
Katu Kaiku,1,1,1,1
Pharrell Williams,1,0,1,0
Crazy P,1,0,1,0
Cute Is What We Aim For,1,0,1,0
Pacífico Mascarenhas,1,0,1,0
David McWilliams,1,1,1,1
Juice Leskinen,1,1,1,1
Jacco Gardner,1,1,1,1
Supersister,1,1,1,1
Blind Willie Johnson,1,1,1,1
Eric Legnini,1,0,1,0
Marcela Mangabeira,1,1,1,1
Mel B,1,0,1,0
Leslie West,1,1,1,1
Noel Redding,1,1,1,1
Larry Carlton,1,1,1,1
Happy the Man,1,1,1,1
Fiona Joy Hawkins,1,0,1,0
Song a Day,1,0,1,0
James Labrie,1,0,1,0
Pain of Salvation,1,0,1,0
Bad Company,1,1,1,1
The Reggister's,1,1,1,1
Russian Red,1,0,1,0
Tahta Menezes,1,0,1,0
David Crosby,1,1,1,1
Buzzcocks,1,0,1,0
Pentangle,1,0,1,0
Amon Düül II,1,0,1,0
Thievery Corporation,1,0,1,0
Corey,1,0,1,0
Jeff Beal,1,1,1,1
Pete Townshend,1,1,1,1
Caroline Collette,1,1,1,1
Yo-Yo Ma,1,1,1,1
Stephen Foster,1,1,1,1
Ernesto Cortazar,1,1,1,1
Bud Powell,1,1,1,1
Bud Powell Trio,1,0,1,0
Au Revoir Simone,1,0,1,0
Rival Sons,1,1,1,1
The Heavy,1,1,1,1
Dan Auerbach,1,1,1,1
Dorothy,1,1,1,1
James Bracken,1,1,1,1
"Johnny ""Guitar"" Watson",1,1,1,1
Tractor,1,1,1,1
Pazop,1,1,1,1
Audience,1,1,1,1
Different Light,1,1,1,1
IQ,1,1,1,1
Comedy of Errors,1,0,1,0
Mama Marjas,1,1,1,1
Otilia,1,0,1,0
Salento All Stars,1,1,1,1
Nova Bossa Ltd.,1,1,1,1
The Poodles,1,0,1,0
Ted Nataly,1,0,1,0
Mudimbi,1,0,1,0
Behemoth,1,0,1,0
Wang Chung,1,1,1,1
Craig David,1,0,1,0
Scan 7,1,1,1,1
The J. Geils Band,1,0,1,0
Roy Buchanan,1,1,1,1
iKON,1,1,1,1
Gene Clark,1,1,1,1
Angel's Music Box,1,0,1,0
Fumiya Fujii,1,0,1,0
Frenetik&Orang3,1,1,1,1
Metal Carter,1,1,1,1
Koï,1,1,1,1
Abstrakt Idea,1,1,1,1
Terje Lie,1,1,1,1
Music Lab Collective,1,1,1,1
Robert Glasper,1,1,1,1
The 4 Korners,1,1,1,1
Childish Japes,1,1,1,1
Sketch The Sky,1,1,1,1
Mary Lou Williams,1,0,1,0
Craig Xen,1,0,1,0
John Fahey,1,1,1,1
Tokyo Ska Paradise Orchestra,1,0,1,0
Westsiders,1,1,1,1
Deorro,1,0,1,0
The Greatest Show On Earth,1,0,1,0
Pallas,1,0,1,0
Goonies Never Say Die,1,1,1,1
Cartola de Noel,1,0,1,0
Gli Uh!,1,0,1,0
Efence,1,0,1,0
Le Matos,1,0,1,0
Olivund,1,0,1,0
Klaas,1,1,1,1
Brothers,1,1,1,1
Mousse T.,1,1,1,1
DJ Jump,1,1,1,1
Piero Calfa,1,0,1,0
Carbo Square,1,0,1,0
Counting Crows,1,0,1,0
David Brimer,1,0,1,0
Yumi Arai,1,0,1,0
Pour Elise,1,1,1,1
Athanasius Kircher,1,1,1,1
Lisa Gerrard & Pieter Bourke,1,1,1,1
The Redcaps,1,1,1,1
The Gass Company,1,1,1,1
The Graham Bond Organisation,1,1,1,1
Zoot Money,1,1,1,1
New Street Adventure,1,1,1,1
The Manish Boys,1,0,1,0
Bob Seger,1,0,1,0
I Tamarri,1,1,1,1
Songs of Birdland,1,1,1,1
Austin De Lone,1,1,1,1
BeedKraft,1,1,1,1
Handsome Boy Modeling School,1,0,1,0
Tied & Tickled Trio,1,0,1,0
Ne-Yo,1,1,1,1
Michael-Leon Wooley,1,1,1,1
VELVETEARS,1,0,1,0
Kvartetten som sprängde,1,0,1,0
Harvester,1,0,1,0
Baby Grandmothers,1,0,1,0
Il Divo,1,1,1,1
Little,1,1,1,1
k.d. lang,1,1,1,1
Shintaro Sakamoto,1,0,1,0
The Mercy Stone,1,0,1,0
K-391,1,0,1,0
Ruth Brown,1,1,1,1
The Hot Java Band,1,1,1,1
The Best Pessimist,1,1,1,1
Spurv,1,1,1,1
The Cry,1,0,1,0
Foreigner,1,1,1,1
Maurice Chevalier,1,0,1,0
Stray Kids,1,1,1,1
I Girasoli,1,1,1,1
Tony Stranieri,1,1,1,1
Outland,1,1,1,1
Tredici Pietro,1,0,1,0
Mango Maria,1,0,1,0
Romeo Livieri,1,1,1,1
Eduardo di Capua,1,0,1,0
Paolo Bertoli,1,0,1,0
Il Paese Dei Balocchi,1,0,1,0
Cypress Hill,1,0,1,0
Rolando Canales,1,0,1,0
El Chañarcito,1,0,1,0
Phish,1,1,1,1
Jax Jones,1,0,1,0
Nemosk,1,0,1,0
Lil Skies,1,0,1,0
Lonely in the Rain,1,0,1,0
Mike Bloomfield,1,0,1,0
Sam Johnston,1,1,1,1
Tim Curry,1,0,1,0
kalsy,1,0,1,0
Franco Bagutti,1,1,1,1
DRAM,1,1,1,1
GIMS,1,0,1,0
Paul Taffanel,1,1,1,1
CamelPhat,1,1,1,1
Birsen Tezer,1,0,1,0
Yeni Türkü,1,0,1,0
Fikret Kızılok,1,0,1,0
Zülfü Livaneli,1,0,1,0
Özdemir Erdoğan,1,0,1,0
Bulutsuzluk Özlemi,1,0,1,0
Benny Golson,1,0,1,0
Yotam Silberstein,1,0,1,0
Tangled Thoughts of Leaving,1,0,1,0
Kokomo,1,0,1,0
Kerretta,1,0,1,0
The Samuel Jackson Five,1,1,1,1
Aisles,1,0,1,0
The Wilde Flowers,1,0,1,0
The Flirtations,1,1,1,1
Special Providence,1,1,1,1
Freddie Hubbard,1,1,1,1
Tommy Flanagan,1,1,1,1
St. Louis Symphony,1,1,1,1
Utah Symphony Orchestra,1,1,1,1
Stephan Noel Lang,1,1,1,1
Sonny Clark Trio,1,1,1,1
Art Hirahara,1,1,1,1
"Charlie Parker Quintet, Howard McGhee",1,1,1,1
Marc Hemmeler,1,1,1,1
New York Lounge Quartett,1,0,1,0
Meditation Spa,1,0,1,0
Albert Collins,1,0,1,0
Arthur Baum,1,1,1,1
Calexico,1,0,1,0
Eros Pagni,1,1,1,1
Logic,1,0,1,0
Lovie Lee,1,1,1,1
Bill Elliott Swing Orchestra,1,0,1,0
Yello,1,1,1,1
Ultravox,1,1,1,1
The Green Book Copacabana Orchestra,1,1,1,1
Blue Jays,1,1,1,1
Bill Massey,1,0,1,0
Vegas Jones,1,1,1,1
Amethystium,1,0,1,0
Angela Hewitt,1,1,1,1
Abelia,1,0,1,0
Milos Foreman,1,0,1,0
Phineas Newborn Jr.,1,1,1,1
"Miles Davis, John Coltrane",1,1,1,1
Juanito Valderrama,1,0,1,0
Jesse Cook,1,0,1,0
Vicente Amigo,1,0,1,0
Major Parkinson,1,0,1,0
Osipov State Russian Folk Orchestra,1,1,1,1
Magma,1,0,1,0
Phil Manzanera,1,1,1,1
Anenzephalia,1,0,1,0
Genocide Organ,1,1,1,1
Alon Mor,1,1,1,1
Gallagher,1,1,1,1
Gregor Tresher,1,1,1,1
Motorcitysoul,1,0,1,0
Rata Blanca,1,0,1,0
London Mozart Players,1,1,1,1
Sabedoria,1,1,1,1
Lolita Jolie,1,1,1,1
B3nte,1,1,1,1
Qlpa,1,1,1,1
DJ Cruz,1,1,1,1
Mike Posner,1,1,1,1
Kodie,1,1,1,1
Raphael Gualazzi,1,1,1,1
Echotek,1,1,1,1
Spectrasonics,1,1,1,1
Damien Fleau,1,0,1,0
Nasko,1,0,1,0
Alpha Portal,1,0,1,0
Open Source,1,0,1,0
Flegma,1,0,1,0
2CELLOS,1,0,1,0
Al Jarreau,1,1,1,1
The Korgis,1,1,1,1
Flash and the Pan,1,0,1,0
Strumentale Jazz Collezione,1,1,1,1
John Doe,1,0,1,0
Angelo,1,1,1,1
Emil Gilels,1,1,1,1
Pascal Rogé,1,1,1,1
Consoul Trainin,1,0,1,0
Sait Büyükçınar,1,1,1,1
Shankar And The Epidemics,1,1,1,1
Kudsi Erguner,1,1,1,1
Giordana Angi,1,1,1,1
Dale Hawkins,1,0,1,0
MINACELENTANO,1,0,1,0
Stadio,1,0,1,0
Xavier Quijas Yxayotl,1,0,1,0
Sanaa Moussa,1,1,1,1
Zulal,1,1,1,1
Kardemimmit,1,1,1,1
Standing Egg,1,1,1,1
Noa,1,1,1,1
Hanggai,1,0,1,0
Gazania,1,1,1,1
Robbie Robertson,1,1,1,1
Calembour,1,0,1,0
Nazareth,1,0,1,0
Modern Age,1,1,1,1
Waldo De Los Ríos,1,1,1,1
Copyright Control,1,1,1,1
Hard-Fi,1,0,1,0
The Claypool Lennon Delirium,1,1,1,1
King Missile,1,1,1,1
Maurice Faure,1,0,1,0
Bedtime Baby,1,0,1,0
Rhythmic Classics,1,1,1,1
Brad Jacobsen,1,0,1,0
Ronan Hardiman,1,1,1,1
Chloe Agnew,1,1,1,1
Miriam Stockley,1,1,1,1
Libera,1,1,1,1
Lisa Lynne,1,1,1,1
Anúna,1,1,1,1
Garmarna,1,1,1,1
ERA,1,1,1,1
Celtic Woman,1,1,1,1
Joss Stone,1,0,1,0
Robbie Williams,1,1,1,1
Pele,1,1,1,1
Andrew Hill,1,0,1,0
Oddisee,1,1,1,1
Buck 65,1,1,1,1
Sebastian Zawadzki,1,0,1,0
Harmonium,1,0,1,0
Bosho,1,1,1,1
In Lights,1,0,1,0
Margaret Brouwer,1,1,1,1
Benedetto Marcello,1,0,1,0
Avian Invasion,1,0,1,0
Roy Simmons,1,0,1,0
The Birthday Massacre,1,1,1,1
Trap God,1,0,1,0
Gidon Kremer,1,1,1,1
Fabrizio Fattori,1,0,1,0
Ferrer Ferran,1,1,1,1
Domenico Curcio,1,1,1,1
Kjell Gustavsson,1,1,1,1
Chino Swingslide,1,1,1,1
David Cross,1,1,1,1
Trevor Ashley,1,1,1,1
Sam Levine,1,1,1,1
Kathryn Stott,1,1,1,1
Jaume Vilaseca Trio,1,0,1,0
Gazzara,1,1,1,1
Sleeping People,1,0,1,0
Hannah Sumner,1,1,1,1
Felipe Original,1,0,1,0
nublu,1,0,1,0
Skusta Clee,1,0,1,0
Ben&Ben,1,0,1,0
Gambi,1,0,1,0
Jay Chou,1,0,1,0
Eliad,1,0,1,0
Kolner Rundfunk Symphony and Orchestra,1,0,1,0
Gran Orquesta Sinfonica,1,1,1,1
Federico Chueca,1,0,1,0
Tomás Bretón,1,1,1,1
Vicente Lleó,1,1,1,1
Pablo Luna,1,1,1,1
Federico Moreno Torroba,1,1,1,1
Jose Serrano,1,1,1,1
Javier De Burgos,1,1,1,1
Carlos Arniches,1,0,1,0
Felician Kalmus,1,1,1,1
Beethoven Ensemble,1,1,1,1
Mahavishnu Orchestra with John McLaughlin,1,0,1,0
Carlos Santana,1,1,1,1
Alessandro Baricco,1,1,1,1
Cash Cash,1,0,1,0
Dirty Dike,1,0,1,0
James Farrelli,1,0,1,0
Morte Macabre,1,1,1,1
Katatonia,1,1,1,1
Asteroid,1,1,1,1
OM,1,1,1,1
American Symphony Orchestra,1,0,1,0
H. Robert Reynolds,1,1,1,1
Steamhammer,1,0,1,0
Gerry Lee & The Wanted Man,1,0,1,0
SULLI,1,0,1,0
Gola,1,0,1,0
Sue Keller,1,0,1,0
Kopel,1,0,1,0
Replay,1,1,1,1
Grant Green,1,1,1,1
Phutureprimitive,1,1,1,1
Radical,1,1,1,1
Big Sambo & The House Wreckers,1,1,1,1
Pretty Sister,1,1,1,1
Ordinary Child,1,1,1,1
Shiffa Don,1,1,1,1
Exstacy Kid,1,0,1,0
Aarieslove,1,1,1,1
Sngdnc,1,1,1,1
Guayacán Orquesta,1,1,1,1
McGuinness Flint,1,1,1,1
Phil Lynott,1,1,1,1
John Sebastian,1,0,1,0
Bobby Caldwell,1,0,1,0
Ronnie Milsap,1,0,1,0
North Mississippi Allstars,1,1,1,1
Valley of the Sun,1,1,1,1
KH,1,1,1,1
Martyn,1,1,1,1
The Pineapple Thief,1,0,1,0
The Orient Express,1,1,1,1
Saddar Bazaar,1,1,1,1
The Storybook,1,1,1,1
The Bamboos,1,1,1,1
13th Floor Elevators,1,1,1,1
Elmer Gantry's Velvet Opera,1,1,1,1
Assemble Head In Sunburst Sound,1,1,1,1
Ramayana Soul,1,1,1,1
Paper Garden,1,1,1,1
Mendelson,1,0,1,0
Eugene Lopin,1,0,1,0
Frederic Rzewski,1,1,1,1
Emile Pandolfi,1,1,1,1
Damien Sorbonne,1,1,1,1
Jonny Southard,1,1,1,1
Lance Allen,1,1,1,1
Skye,1,1,1,1
Wilhelm Friedemann Bach,1,0,1,0
Gérard Pesson,1,1,1,1
Hèctor Parra,1,0,1,0
113,1,1,1,1
Tingvall Trio,1,1,1,1
The Darkness,1,1,1,1
Zé Da Velha & Silvério Pontes,1,1,1,1
Trio Madeira Brasil,1,1,1,1
Lena Raine,1,1,1,1
Chris Christodoulou,1,1,1,1
Scandroid,1,1,1,1
"Meade ""Lux"" Lewis",1,0,1,0
Miles Davis (With Easy Mo Bee),1,0,1,0
Smoke City,1,0,1,0
Gemini,1,1,1,1
Tenderlonious,1,1,1,1
The Altipanos,1,1,1,1
Canone di Pachelbel,1,1,1,1
Orlando Julius,1,0,1,0
Night Skinny,1,0,1,0
Joshua Redman Quartet,1,1,1,1
Rita & The Tiaras,1,1,1,1
Derek And Ray,1,1,1,1
The Uptights,1,1,1,1
Seven Souls,1,1,1,1
Shane Martin,1,1,1,1
Philip Mitchell,1,1,1,1
Percy Wiggins,1,1,1,1
Jon Gunn,1,1,1,1
Johnny Caswell,1,1,1,1
Rick Sheppard,1,0,1,0
Arthur Schopenhauer,1,0,1,0
Ida Cernecka,1,1,1,1
Hans Abrahamsen,1,0,1,0
Get The Blessing,1,0,1,0
Wet Wet Wet,1,0,1,0
New World Orchestra,1,0,1,0
Alborada,1,0,1,0
R.R.SP. Project,1,1,1,1
Låpsley,1,1,1,1
Lukas Foss,1,0,1,0
Evan Ziporyn,1,0,1,0
Ofshane,1,1,1,1
Ketil Hvoslef,1,1,1,1
Open Mike Eagle,1,0,1,0
Oceansize,1,1,1,1
Japandroids,1,1,1,1
Jacob Mann Big Band,1,0,1,0
Tony Williams,1,1,1,1
Vladimir Tzitovich,1,1,1,1
Bruno Walter,1,1,1,1
Camel Sopworth,1,0,1,0
HØLY WATERS,1,0,1,0
Jus Deelax,1,0,1,0
Morganj Bro,1,0,1,0
Corner,1,0,1,0
Träden,1,1,1,1
Gudibrallan,1,0,1,0
Turid,1,0,1,0
Hot Tuna,1,1,1,1
Fernando Sor,1,1,1,1
Pierre Bensusan,1,1,1,1
theAngelcy,1,1,1,1
Snooks Eaglin,1,1,1,1
Pinetop Perkins,1,1,1,1
47SOUL,1,0,1,0
Niki Reiser,1,0,1,0
Mike Dyk,1,1,1,1
The Sixteen,1,1,1,1
Hilary Hahn,1,1,1,1
Yehudi Menuhin,1,1,1,1
The Cambridge Singers,1,1,1,1
Bowery Electric,1,1,1,1
Antonello Venditti,1,1,1,1
Cecil Gant,1,0,1,0
Smilin' Isaac,1,0,1,0
Bicurious,1,0,1,0
Luis Alberto Spinetta,1,1,1,1
Flor de Toloache,1,0,1,0
Irie Révoltés,1,0,1,0
Chief Keef,1,1,1,1
Parcels,1,1,1,1
Bill Shirley,1,1,1,1
Mariinsky Orchestra,1,1,1,1
Nipsey Hussle,1,1,1,1
Johann Theile,1,0,1,0
Johann Christoph Bach,1,0,1,0
Greg Lake,1,1,1,1
Starcastle,1,1,1,1
JB and the Moonshine Band,1,0,1,0
Jon Pardi,1,0,1,0
"Hank Williams, Jr.",1,0,1,0
Narayana,1,1,1,1
Midnite String Quartet,1,0,1,0
Blank & Jones,1,0,1,0
Alan Parsons,1,0,1,0
Urge Overkill,1,1,1,1
The Afghan Whigs,1,1,1,1
Afro Peruvian New Trends Orchestra,1,0,1,0
Andie Case,1,1,1,1
Grace Grundy,1,1,1,1
Savannah Outen,1,1,1,1
Madilyn Bailey,1,1,1,1
Jasmine Thompson,1,1,1,1
Amén,1,0,1,0
Bob Bissonnette,1,0,1,0
Matt Larsson,1,0,1,0
Joplin's Jukebox,1,0,1,0
Nacho Sotomayor,1,0,1,0
Marsh,1,0,1,0
Dr. Lonnie Smith,1,1,1,1
Brian McKnight,1,1,1,1
Boyz II Men,1,1,1,1
India.Arie,1,1,1,1
Kem,1,1,1,1
Kevin Ross,1,1,1,1
BJ The Chicago Kid,1,1,1,1
JAMESDAVIS,1,1,1,1
Peter White,1,1,1,1
Michael Franks,1,1,1,1
David Sanborn,1,1,1,1
Boney James,1,1,1,1
Joe Sample,1,1,1,1
Tomasz Trzcinski,1,1,1,1
Stomu Yamash'ta,1,0,1,0
Fay Claassen,1,0,1,0
Neovaii,1,0,1,0
Ari Lennox,1,0,1,0
Prismo,1,0,1,0
Franco Tozzi,1,0,1,0
Mostro,1,0,1,0
na Not Applicable,1,0,1,0
Sidestepper,1,1,1,1
Walid,1,0,1,0
Roberto Mercadini,1,0,1,0
Öxxö Xööx,1,1,1,1
Quella Vecchia Locanda,1,0,1,0
Rotterdam Ska-Jazz Foundation,1,1,1,1
David Rastrick,1,1,1,1
Nova Collective,1,1,1,1
Eric Carmen,1,1,1,1
ELO,1,1,1,1
Desert Folks,1,1,1,1
Coastlands,1,1,1,1
The Soft & Whippy Jam Band,1,1,1,1
Hansson & Karlsson,1,1,1,1
Rich The Kid,1,0,1,0
Arya Acharya,1,0,1,0
Blackstreet,1,0,1,0
The Key of Awesome,1,1,1,1
Epic Rap Battles of History,1,1,1,1
Afroman,1,0,1,0
Arkson,1,0,1,0
Chicane,1,1,1,1
The MFA,1,1,1,1
Mario Basanov,1,1,1,1
The French Impressionists,1,0,1,0
Kaskade,1,1,1,1
Eric Robertson,1,0,1,0
JACKBOYS,1,1,1,1
Henning Kraggerud,1,1,1,1
Kyuss,1,0,1,0
jamvvis,1,1,1,1
SPEECHLESS,1,1,1,1
HÖNS,1,1,1,1
Fona,1,0,1,0
Moox,1,1,1,1
[ocean jams],1,1,1,1
omniboi,1,1,1,1
Sabato Morretta,1,0,1,0
The Modernist Jazz Fusion Quintet,1,0,1,0
European Jazz Trio,1,0,1,0
Elder Island,1,1,1,1
Chris Montez,1,1,1,1
Gus Viseur,1,1,1,1
Michel Polnareff,1,1,1,1
William Morton,1,1,1,1
Neil Sedaka,1,0,1,0
Demis Roussos,1,1,1,1
Cliff Richard & The Shadows,1,1,1,1
Petula Clark,1,1,1,1
The McCoys,1,1,1,1
The Cats,1,1,1,1
Moisés Nieto,1,1,1,1
William S. Burroughs,1,0,1,0
The Fleetwoods,1,1,1,1
Anastasio,1,1,1,1
Le Luci Della Centrale Elettrica,1,0,1,0
Water Fai,1,1,1,1
kyojaku.,1,1,1,1
Rory Block,1,1,1,1
Opetaia Foa'i,1,1,1,1
Rachel House,1,1,1,1
Marcy Harriell,1,1,1,1
Alessia Cara,1,1,1,1
Nando Estevané,1,1,1,1
Elf,1,1,1,1
Tommy Bolin,1,1,1,1
Matt Herskowitz,1,1,1,1
Nandor Gotz,1,1,1,1
Johann Paul Von Westhoff,1,1,1,1
Edoardo Catemario,1,1,1,1
Camerata Salzburg,1,1,1,1
Christo Yotsov Trio,1,1,1,1
Philip Simeonov,1,1,1,1
Carla Boni,1,0,1,0
Manuel Agnelli,1,1,1,1
Harry Allen,1,1,1,1
Paul Winter,1,1,1,1
Merl Saunders,1,1,1,1
Cutting Crew,1,1,1,1
Yan Jun Hua,1,1,1,1
Hello Nico,1,0,1,0
姚莉,1,0,1,0
Kiwamu,1,1,1,1
19 Hz,1,1,1,1
The Students Of Jerome Horwitz Elementary School,1,0,1,0
Antimatter,1,1,1,1
Mister Cumbia,1,1,1,1
Climaco Sarmiento,1,1,1,1
Maryna,1,1,1,1
Kenzie Smith Piano,1,0,1,0
New Orleans Feetwarmers,1,0,1,0
Arigto,1,0,1,0
Schiller,1,1,1,1
Akira Rabelais,1,1,1,1
Cécile Chaminade,1,0,1,0
Rosanna Francesco,1,0,1,0
Tin Pan Alley,1,0,1,0
Scuola Tango Parma,1,1,1,1
Habana con kola,1,1,1,1
Alex Cuba,1,0,1,0
Federico Mompou,1,1,1,1
Pérotin,1,1,1,1
Matt Herskowitz Trio,1,0,1,0
François-Adrien Boieldieu,1,0,1,0
Nara Leão,1,0,1,0
Abilio Manoel,1,0,1,0
Yuzo Toyama,1,1,1,1
Kosaku Yamada,1,1,1,1
Saburō Moroi,1,1,1,1
El Combo de los Galleros,1,1,1,1
Joey Bada$$,1,0,1,0
Burak Yeter,1,1,1,1
Red Velvet,1,0,1,0
